order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W08-0000,V017,SKU-0026,12/01/2025,3,2,383,42.35,Pass,14/01/2025,16220.05
ORD-W08-0001,V010,SKU-0003,01/01/2025,3,4,192,23.11,Pass,05/01/2025,4437.12
ORD-W08-0002,V005,SKU-0044,16/01/2025,3,11,280,78.66,Pass,27/01/2025,22024.8
ORD-W08-0003,V006,SKU-0016,25/01/2025,5,6,483,175.78,Pass,31/01/2025,84901.74
ORD-W08-0004,V006,SKU-0004,12/01/2025,7,11,110,190.95,Pass,23/01/2025,21004.5
ORD-W08-0005,V015,SKU-0024,21/01/2025,5,12,432,20.98,Pass,02/02/2025,9063.36
ORD-W08-0006,V004,SKU-0013,22/01/2025,7,8,444,37.2,Pass,30/01/2025,16516.8
ORD-W08-0007,V006,SKU-0035,28/01/2025,5,11,253,58.77,Pass,08/02/2025,14868.81
ORD-W08-0008,V010,SKU-0010,12/01/2025,5,3,226,10.61,Pass,15/01/2025,2397.86
ORD-W08-0009,V005,SKU-0023,16/01/2025,5,9,201,163.61,Pass,25/01/2025,32885.61
ORD-W08-0010,V010,SKU-0033,05/02/2025,3,6,235,131.1,Pass,11/02/2025,30808.5
ORD-W08-0011,V013,SKU-0035,23/01/2025,5,10,83,138.02,Pass,02/02/2025,11455.66
ORD-W08-0012,V004,SKU-0036,20/02/2025,5,4,194,98.63,Pass,24/02/2025,19134.22
ORD-W08-0013,V016,SKU-0018,09/02/2025,5,2,209,43.49,Pass,11/02/2025,9089.41
ORD-W08-0014,V014,SKU-0049,03/01/2025,10,2,25,9.83,Defect,05/01/2025,245.75
ORD-W08-0015,V002,SKU-0012,01/01/2025,3,3,448,70.36,Pass,04/01/2025,31521.28
ORD-W08-0016,V006,SKU-0040,22/01/2025,7,12,93,116.76,Pass,03/02/2025,10858.68
ORD-W08-0017,V001,SKU-0041,07/02/2025,5,7,406,110.11,Defect,14/02/2025,44704.66
ORD-W08-0018,V010,SKU-0004,24/01/2025,7,9,106,61.03,Pass,02/02/2025,6469.18
ORD-W08-0019,V006,SKU-0027,17/02/2025,7,9,337,94.1,Pass,26/02/2025,31711.7
ORD-W08-0020,V017,SKU-0009,26/01/2025,5,12,156,184.61,Pass,07/02/2025,28799.16
ORD-W08-0021,V003,SKU-0015,03/02/2025,7,6,496,196.86,Pass,09/02/2025,97642.56
ORD-W08-0022,V015,SKU-0047,20/01/2025,7,3,228,15.16,Defect,23/01/2025,3456.48
ORD-W08-0023,V012,SKU-0014,01/01/2025,3,13,444,32.36,Pass,14/01/2025,14367.84
ORD-W08-0024,V013,SKU-0027,11/01/2025,7,9,54,161.66,Pass,20/01/2025,8729.64
ORD-W08-0025,V004,SKU-0045,14/02/2025,10,11,280,102.18,Pass,25/02/2025,28610.4
ORD-W08-0026,V004,SKU-0045,03/01/2025,5,11,328,122.52,Defect,14/01/2025,40186.56
ORD-W08-0027,V015,SKU-0030,25/01/2025,3,7,61,185.77,Pass,01/02/2025,11331.97
ORD-W08-0028,V012,SKU-0014,16/02/2025,7,13,224,106.41,Pass,01/03/2025,23835.84
ORD-W08-0029,V017,SKU-0036,10/02/2025,7,13,58,96.43,Pass,23/02/2025,5592.94
ORD-W08-0030,V017,SKU-0012,01/02/2025,3,3,149,57.79,Pass,04/02/2025,8610.71
ORD-W08-0031,V001,SKU-0009,06/01/2025,5,13,252,33.84,Pass,19/01/2025,8527.68
ORD-W08-0032,V019,SKU-0008,30/01/2025,5,2,34,115.81,Pass,01/02/2025,3937.54
ORD-W08-0033,V017,SKU-0025,21/01/2025,5,3,451,167.69,Pass,24/01/2025,75628.19
ORD-W08-0034,V019,SKU-0004,20/02/2025,7,4,117,29.41,Pass,24/02/2025,3440.97
ORD-W08-0035,V006,SKU-0011,16/01/2025,10,3,426,92.13,Pass,19/01/2025,39247.38
ORD-W08-0036,V006,SKU-0002,12/01/2025,7,12,18,78.68,Pass,24/01/2025,1416.24
ORD-W08-0037,V003,SKU-0008,01/01/2025,5,2,239,145.65,Pass,03/01/2025,34810.35
ORD-W08-0038,V006,SKU-0003,10/01/2025,3,5,404,175.2,Pass,15/01/2025,70780.8
ORD-W08-0039,V017,SKU-0007,19/01/2025,7,9,260,33.82,Pass,28/01/2025,8793.2
ORD-W08-0040,V011,SKU-0014,19/02/2025,5,7,70,131.87,Pass,26/02/2025,9230.9
ORD-W08-0041,V009,SKU-0010,03/02/2025,7,13,371,74.96,Pass,16/02/2025,27810.16
ORD-W08-0042,V013,SKU-0032,29/01/2025,5,2,307,10.75,Pass,31/01/2025,3300.25
ORD-W08-0043,V014,SKU-0005,08/01/2025,7,8,53,150.36,Pass,16/01/2025,7969.08
ORD-W08-0044,V006,SKU-0025,04/02/2025,7,8,70,171.22,Pass,12/02/2025,11985.4
ORD-W08-0045,V008,SKU-0020,07/02/2025,5,5,208,74.04,Pass,12/02/2025,15400.32
ORD-W08-0046,V013,SKU-0033,16/02/2025,7,6,257,70.77,Pass,22/02/2025,18187.89
ORD-W08-0047,V013,SKU-0025,14/01/2025,5,7,365,42.85,Pass,21/01/2025,15640.25
ORD-W08-0048,V002,SKU-0028,03/01/2025,5,3,391,125.35,Pass,06/01/2025,49011.85
ORD-W08-0049,V005,SKU-0017,14/01/2025,5,3,108,137.41,Pending,17/01/2025,14840.28
ORD-W08-0050,V009,SKU-0028,30/01/2025,10,3,78,94.91,Pending,02/02/2025,7402.98
ORD-W08-0051,V008,SKU-0004,02/02/2025,7,2,123,41.19,Pass,04/02/2025,5066.37
ORD-W08-0052,V019,SKU-0036,19/02/2025,3,3,238,17.37,Defect,22/02/2025,4134.06
ORD-W08-0053,V004,SKU-0043,25/01/2025,3,13,422,180.45,Pass,07/02/2025,76149.9
ORD-W08-0054,V007,SKU-0042,07/02/2025,3,3,95,41.05,Pass,10/02/2025,3899.75
ORD-W08-0055,V016,SKU-0013,11/02/2025,7,6,117,154.75,Pass,17/02/2025,18105.75
ORD-W08-0056,V019,SKU-0030,17/01/2025,3,12,407,8.12,Pass,29/01/2025,3304.84
ORD-W08-0057,V003,SKU-0009,27/01/2025,7,6,327,82.49,Pass,02/02/2025,26974.23
ORD-W08-0058,V007,SKU-0008,01/02/2025,5,8,415,79.77,Pass,09/02/2025,33104.55
ORD-W08-0059,V003,SKU-0023,10/01/2025,3,4,319,47.33,Pass,14/01/2025,15098.27
ORD-W08-0060,V015,SKU-0040,07/01/2025,5,6,324,189.97,Pass,13/01/2025,61550.28
ORD-W08-0061,V006,SKU-0029,16/02/2025,5,9,352,115.59,Pass,25/02/2025,40687.68
ORD-W08-0062,V011,SKU-0029,13/01/2025,3,11,478,54.96,Pass,24/01/2025,26270.88
ORD-W08-0063,V017,SKU-0009,14/02/2025,5,8,143,59.3,Pass,22/02/2025,8479.9
ORD-W08-0064,V001,SKU-0030,03/01/2025,3,8,461,175.53,Pass,11/01/2025,80919.33
ORD-W08-0065,V013,SKU-0014,25/01/2025,5,2,95,177.93,Pass,27/01/2025,16903.35
ORD-W08-0066,V002,SKU-0039,24/01/2025,3,4,191,26.05,Pass,28/01/2025,4975.55
ORD-W08-0067,V006,SKU-0025,28/01/2025,5,4,495,113.22,Pass,01/02/2025,56043.9
ORD-W08-0068,V016,SKU-0004,06/01/2025,5,5,393,55.01,Pass,11/01/2025,21618.93
ORD-W08-0069,V015,SKU-0024,30/01/2025,5,2,494,7.33,Pass,01/02/2025,3621.02
ORD-W08-0070,V016,SKU-0005,18/01/2025,3,2,319,108.56,Pass,20/01/2025,34630.64
ORD-W08-0071,V008,SKU-0001,27/01/2025,7,3,442,95.87,Pass,30/01/2025,42374.54
ORD-W08-0072,V016,SKU-0040,18/02/2025,7,8,215,109.43,Pass,26/02/2025,23527.45
ORD-W08-0073,V009,SKU-0009,25/01/2025,5,11,420,105.6,Pass,05/02/2025,44352.0
ORD-W08-0074,V020,SKU-0013,31/01/2025,3,4,458,155.34,Pass,04/02/2025,71145.72
ORD-W08-0075,V002,SKU-0017,21/01/2025,3,8,169,154.1,Defect,29/01/2025,26042.9
ORD-W08-0076,V016,SKU-0006,26/01/2025,3,7,267,112.49,Pass,02/02/2025,30034.83
ORD-W08-0077,V010,SKU-0038,12/02/2025,7,12,311,70.3,Pass,24/02/2025,21863.3
ORD-W08-0078,V012,SKU-0011,12/01/2025,7,3,131,113.05,Pass,15/01/2025,14809.55
ORD-W08-0079,V017,SKU-0005,01/02/2025,3,9,178,73.51,Defect,10/02/2025,13084.78
ORD-W08-0080,V016,SKU-0033,25/01/2025,5,10,297,40.6,Pass,04/02/2025,12058.2
ORD-W08-0081,V016,SKU-0033,30/01/2025,5,10,52,122.75,Pass,09/02/2025,6383.0
ORD-W08-0082,V005,SKU-0028,07/01/2025,3,6,199,135.35,Pass,13/01/2025,26934.65
ORD-W08-0083,V008,SKU-0013,09/01/2025,5,3,50,34.52,Pass,12/01/2025,1726.0
ORD-W08-0084,V017,SKU-0006,22/02/2025,5,8,290,148.39,Pass,02/03/2025,43033.1
ORD-W08-0085,V014,SKU-0018,10/01/2025,5,10,318,64.56,Pass,20/01/2025,20530.08
ORD-W08-0086,V001,SKU-0026,17/01/2025,5,4,488,75.17,Pass,21/01/2025,36682.96
ORD-W08-0087,V007,SKU-0018,01/01/2025,5,11,200,158.85,Pass,12/01/2025,31770.0
ORD-W08-0088,V019,SKU-0039,24/01/2025,7,2,251,6.48,Pass,26/01/2025,1626.48
ORD-W08-0089,V018,SKU-0009,10/01/2025,5,9,307,118.58,Pass,19/01/2025,36404.06
ORD-W08-0090,V003,SKU-0029,01/02/2025,3,11,202,78.4,Pass,12/02/2025,15836.8
ORD-W08-0091,V011,SKU-0032,07/02/2025,7,10,346,144.69,Pass,17/02/2025,50062.74
ORD-W08-0092,V013,SKU-0043,18/02/2025,5,4,153,145.16,Pass,22/02/2025,22209.48
