order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W01-0000,V008,SKU-0021,05/01/2025,3,4,244,193.08,Pass,09/01/2025,47111.52
ORD-W01-0001,V009,SKU-0017,05/01/2025,5,6,185,79.88,Pass,11/01/2025,14777.8
ORD-W01-0002,V006,SKU-0009,02/01/2025,10,2,382,115.55,Pass,04/01/2025,44140.1
ORD-W01-0003,V006,SKU-0037,07/01/2025,3,11,485,83.21,Pass,18/01/2025,40356.85
ORD-W01-0004,V002,SKU-0034,03/01/2025,3,7,49,51.37,Pass,10/01/2025,2517.13
ORD-W01-0005,V017,SKU-0010,05/01/2025,7,9,187,12.17,Pass,14/01/2025,2275.79
ORD-W01-0006,V004,SKU-0030,04/01/2025,10,5,170,139.77,Pass,09/01/2025,23760.9
ORD-W01-0007,V015,SKU-0029,03/01/2025,5,9,266,16.72,Pass,12/01/2025,4447.52
ORD-W01-0008,V014,SKU-0045,03/01/2025,3,2,349,43.36,Pass,05/01/2025,15132.64
ORD-W01-0009,V013,SKU-0018,01/01/2025,3,7,279,169.01,Pass,08/01/2025,47153.79
ORD-W01-0010,V016,SKU-0049,07/01/2025,5,6,76,198.85,Pass,13/01/2025,15112.6
ORD-W01-0011,V008,SKU-0049,04/01/2025,7,9,285,83.66,Pass,13/01/2025,23843.1
ORD-W01-0012,V002,SKU-0042,02/01/2025,7,5,406,29.26,Pass,07/01/2025,11879.56
ORD-W01-0013,V009,SKU-0012,03/01/2025,5,13,429,151.93,Pass,16/01/2025,65177.97
ORD-W01-0014,V020,SKU-0033,06/01/2025,7,4,363,25.24,Pass,10/01/2025,9162.12
ORD-W01-0015,V011,SKU-0001,07/01/2025,7,2,454,26.92,Defect,09/01/2025,12221.68
ORD-W01-0016,V008,SKU-0010,03/01/2025,10,10,86,87.76,Pending,13/01/2025,7547.36
ORD-W01-0017,V001,SKU-0039,07/01/2025,5,9,347,150.78,Pending,16/01/2025,52320.66
ORD-W01-0018,V012,SKU-0025,06/01/2025,3,9,163,199.78,Pass,15/01/2025,32564.14
ORD-W01-0019,V014,SKU-0029,03/01/2025,5,6,11,19.71,Pass,09/01/2025,216.81
ORD-W01-0020,V019,SKU-0035,01/01/2025,3,7,343,73.82,Pass,08/01/2025,25320.26
ORD-W01-0021,V018,SKU-0025,06/01/2025,7,6,175,121.36,Pass,12/01/2025,21238.0
ORD-W01-0022,V017,SKU-0047,04/01/2025,7,13,145,191.02,Pass,17/01/2025,27697.9
ORD-W01-0023,V015,SKU-0024,06/01/2025,7,4,424,147.09,Pass,10/01/2025,62366.16
ORD-W01-0024,V011,SKU-0050,06/01/2025,7,13,188,51.56,Pass,19/01/2025,9693.28
ORD-W01-0025,V010,SKU-0001,02/01/2025,7,2,467,59.55,Pass,04/01/2025,27809.85
ORD-W01-0026,V013,SKU-0029,04/01/2025,5,10,277,64.06,Pass,14/01/2025,17744.62
ORD-W01-0027,V013,SKU-0018,03/01/2025,10,13,26,130.47,Pass,16/01/2025,3392.22
ORD-W01-0028,V014,SKU-0020,06/01/2025,5,9,157,24.89,Pass,15/01/2025,3907.73
ORD-W01-0029,V010,SKU-0005,05/01/2025,5,4,449,183.71,Pass,09/01/2025,82485.79
ORD-W01-0030,V002,SKU-0028,04/01/2025,10,8,162,168.58,Pending,12/01/2025,27309.96
ORD-W01-0031,V014,SKU-0037,03/01/2025,7,6,175,112.45,Pass,09/01/2025,19678.75
ORD-W01-0032,V019,SKU-0033,07/01/2025,3,13,355,123.81,Pass,20/01/2025,43952.55
ORD-W01-0033,V017,SKU-0028,06/01/2025,5,3,88,38.53,Pass,09/01/2025,3390.64
ORD-W01-0034,V014,SKU-0022,03/01/2025,5,12,173,25.96,Defect,15/01/2025,4491.08
ORD-W01-0035,V019,SKU-0026,01/01/2025,3,12,402,92.03,Defect,13/01/2025,36996.06
ORD-W01-0036,V011,SKU-0035,01/01/2025,7,13,334,113.36,Pass,14/01/2025,37862.24
ORD-W01-0037,V001,SKU-0037,02/01/2025,5,7,400,63.22,Pass,09/01/2025,25288.0
ORD-W01-0038,V011,SKU-0038,02/01/2025,5,4,153,172.83,Pass,06/01/2025,26442.99
ORD-W01-0039,V004,SKU-0048,07/01/2025,5,6,142,56.19,Pass,13/01/2025,7978.98
ORD-W01-0040,V008,SKU-0010,01/01/2025,5,3,231,124.14,Pass,04/01/2025,28676.34
ORD-W01-0041,V019,SKU-0030,05/01/2025,7,4,479,147.24,Defect,09/01/2025,70527.96
ORD-W01-0042,V002,SKU-0033,07/01/2025,5,6,70,106.97,Pass,13/01/2025,7487.9
ORD-W01-0043,V020,SKU-0043,07/01/2025,5,9,61,121.07,Pass,16/01/2025,7385.27
ORD-W01-0044,V014,SKU-0035,01/01/2025,5,8,197,164.76,Pass,09/01/2025,32457.72
ORD-W01-0045,V020,SKU-0029,03/01/2025,5,11,378,132.82,Pass,14/01/2025,50205.96
ORD-W01-0046,V011,SKU-0002,02/01/2025,10,9,175,96.67,Pass,11/01/2025,16917.25
ORD-W01-0047,V003,SKU-0013,01/01/2025,5,11,282,172.93,Pass,12/01/2025,48766.26
ORD-W01-0048,V001,SKU-0024,06/01/2025,7,9,177,78.36,Pass,15/01/2025,13869.72
ORD-W01-0049,V014,SKU-0019,06/01/2025,7,11,16,30.89,Defect,17/01/2025,494.24
ORD-W01-0050,V004,SKU-0028,05/01/2025,7,3,289,179.2,Pass,08/01/2025,51788.8
ORD-W01-0051,V012,SKU-0031,07/01/2025,3,5,343,9.89,Pass,12/01/2025,3392.27
ORD-W01-0052,V003,SKU-0026,07/01/2025,3,13,204,97.96,Pass,20/01/2025,19983.84
ORD-W01-0053,V016,SKU-0003,03/01/2025,5,3,78,82.54,Pass,06/01/2025,6438.12
