order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W07-0000,V018,SKU-0001,18/01/2025,7,5,368,116.47,Pass,23/01/2025,42860.96
ORD-W07-0001,V006,SKU-0041,14/01/2025,5,8,161,187.49,Pass,22/01/2025,30185.89
ORD-W07-0002,V015,SKU-0039,29/01/2025,10,10,325,130.69,Pass,08/02/2025,42474.25
ORD-W07-0003,V016,SKU-0040,10/01/2025,7,5,395,34.88,Pass,15/01/2025,13777.6
ORD-W07-0004,V002,SKU-0018,03/02/2025,3,7,394,99.75,Pass,10/02/2025,39301.5
ORD-W07-0005,V006,SKU-0031,14/01/2025,10,7,485,11.03,Pass,21/01/2025,5349.55
ORD-W07-0006,V001,SKU-0029,18/01/2025,5,8,161,90.02,Pass,26/01/2025,14493.22
ORD-W07-0007,V014,SKU-0031,18/01/2025,3,13,452,174.04,Defect,31/01/2025,78666.08
ORD-W07-0008,V016,SKU-0048,12/01/2025,3,2,358,61.09,Pass,14/01/2025,21870.22
ORD-W07-0009,V005,SKU-0049,18/02/2025,7,9,88,199.54,Pass,27/02/2025,17559.52
ORD-W07-0010,V007,SKU-0027,02/01/2025,3,2,243,78.92,Pass,04/01/2025,19177.56
ORD-W07-0011,V010,SKU-0024,14/01/2025,10,13,457,137.9,Pass,27/01/2025,63020.3
ORD-W07-0012,V001,SKU-0004,28/01/2025,5,3,281,159.04,Defect,31/01/2025,44690.24
ORD-W07-0013,V011,SKU-0025,17/02/2025,7,9,220,105.31,Pass,26/02/2025,23168.2
ORD-W07-0014,V020,SKU-0036,26/01/2025,3,9,266,43.83,Pass,04/02/2025,11658.78
ORD-W07-0015,V012,SKU-0002,14/02/2025,7,8,205,155.33,Pass,22/02/2025,31842.65
ORD-W07-0016,V020,SKU-0045,17/01/2025,5,11,461,19.3,Pass,28/01/2025,8897.3
ORD-W07-0017,V016,SKU-0044,18/02/2025,5,3,366,30.22,Defect,21/02/2025,11060.52
ORD-W07-0018,V009,SKU-0014,21/01/2025,7,4,338,68.64,Pass,25/01/2025,23200.32
ORD-W07-0019,V019,SKU-0011,12/02/2025,5,4,87,70.64,Pass,16/02/2025,6145.68
ORD-W07-0020,V003,SKU-0016,04/02/2025,5,9,139,122.58,Defect,13/02/2025,17038.62
ORD-W07-0021,V010,SKU-0021,17/02/2025,7,12,117,21.47,Pass,01/03/2025,2511.99
ORD-W07-0022,V008,SKU-0041,09/01/2025,7,12,345,17.19,Pass,21/01/2025,5930.55
ORD-W07-0023,V014,SKU-0012,06/02/2025,5,13,51,197.21,Pass,19/02/2025,10057.71
ORD-W07-0024,V008,SKU-0032,03/02/2025,5,3,425,153.92,Pass,06/02/2025,65416.0
ORD-W07-0025,V020,SKU-0048,02/02/2025,3,13,452,105.26,Pass,15/02/2025,47577.52
ORD-W07-0026,V004,SKU-0023,07/01/2025,10,9,34,97.49,Pass,16/01/2025,3314.66
ORD-W07-0027,V005,SKU-0001,27/01/2025,3,10,348,196.06,Pass,06/02/2025,68228.88
ORD-W07-0028,V008,SKU-0040,03/02/2025,5,10,368,187.74,Pass,13/02/2025,69088.32
ORD-W07-0029,V006,SKU-0010,11/02/2025,3,3,44,178.0,Defect,14/02/2025,7832.0
ORD-W07-0030,V002,SKU-0026,06/01/2025,3,8,410,141.07,Pass,14/01/2025,57838.7
ORD-W07-0031,V013,SKU-0022,05/01/2025,7,10,290,74.18,Pass,15/01/2025,21512.2
ORD-W07-0032,V019,SKU-0031,07/01/2025,5,13,97,190.47,Defect,20/01/2025,18475.59
ORD-W07-0033,V020,SKU-0015,24/01/2025,10,3,308,111.75,Pass,27/01/2025,34419.0
ORD-W07-0034,V019,SKU-0005,07/02/2025,3,11,300,173.57,Pass,18/02/2025,52071.0
ORD-W07-0035,V014,SKU-0008,02/02/2025,7,6,143,99.12,Defect,08/02/2025,14174.16
ORD-W07-0036,V017,SKU-0023,27/01/2025,5,6,95,56.94,Pass,02/02/2025,5409.3
ORD-W07-0037,V017,SKU-0045,08/02/2025,5,6,101,156.24,Pass,14/02/2025,15780.24
ORD-W07-0038,V003,SKU-0032,19/01/2025,7,6,390,194.01,Pass,25/01/2025,75663.9
ORD-W07-0039,V001,SKU-0032,15/01/2025,5,2,360,164.17,Pass,17/01/2025,59101.2
ORD-W07-0040,V003,SKU-0043,15/01/2025,5,13,382,181.07,Pass,28/01/2025,69168.74
ORD-W07-0041,V005,SKU-0005,20/01/2025,5,4,67,175.93,Pass,24/01/2025,11787.31
ORD-W07-0042,V003,SKU-0006,11/02/2025,5,13,372,140.17,Pass,24/02/2025,52143.24
ORD-W07-0043,V001,SKU-0009,16/01/2025,7,11,141,117.85,Pass,27/01/2025,16616.85
ORD-W07-0044,V010,SKU-0034,02/01/2025,5,5,252,13.27,Defect,07/01/2025,3344.04
ORD-W07-0045,V009,SKU-0022,13/01/2025,5,13,139,195.4,Pass,26/01/2025,27160.6
ORD-W07-0046,V006,SKU-0023,29/01/2025,7,2,488,119.89,Defect,31/01/2025,58506.32
ORD-W07-0047,V019,SKU-0038,16/01/2025,7,6,238,132.2,Pass,22/01/2025,31463.6
ORD-W07-0048,V015,SKU-0023,05/01/2025,5,4,410,15.34,Defect,09/01/2025,6289.4
ORD-W07-0049,V004,SKU-0047,08/02/2025,10,11,303,165.41,Pass,19/02/2025,50119.23
ORD-W07-0050,V017,SKU-0034,09/02/2025,7,9,328,73.62,Pass,18/02/2025,24147.36
ORD-W07-0051,V016,SKU-0007,18/01/2025,7,11,196,41.47,Pass,29/01/2025,8128.12
ORD-W07-0052,V020,SKU-0004,13/02/2025,5,2,78,163.69,Pass,15/02/2025,12767.82
ORD-W07-0053,V001,SKU-0021,16/01/2025,3,4,77,195.06,Pass,20/01/2025,15019.62
ORD-W07-0054,V002,SKU-0003,17/01/2025,7,12,115,82.52,Pass,29/01/2025,9489.8
ORD-W07-0055,V005,SKU-0010,01/01/2025,7,11,149,184.19,Pass,12/01/2025,27444.31
ORD-W07-0056,V017,SKU-0042,29/01/2025,7,8,282,27.09,Pass,06/02/2025,7639.38
ORD-W07-0057,V018,SKU-0041,26/01/2025,5,10,86,143.31,Pass,05/02/2025,12324.66
ORD-W07-0058,V009,SKU-0030,26/01/2025,7,9,269,139.85,Pass,04/02/2025,37619.65
ORD-W07-0059,V013,SKU-0020,02/02/2025,5,4,480,108.02,Pending,06/02/2025,51849.6
ORD-W07-0060,V002,SKU-0043,08/01/2025,5,8,275,144.26,Pass,16/01/2025,39671.5
ORD-W07-0061,V002,SKU-0038,31/01/2025,7,10,283,143.44,Pass,10/02/2025,40593.52
ORD-W07-0062,V002,SKU-0012,07/02/2025,7,8,267,188.31,Pass,15/02/2025,50278.77
ORD-W07-0063,V010,SKU-0050,04/02/2025,5,13,464,115.62,Pending,17/02/2025,53647.68
