order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W11-0000,V016,SKU-0007,08/03/2025,5,13,133,164.85,Pass,21/03/2025,21925.05
ORD-W11-0001,V006,SKU-0047,16/01/2025,3,10,463,71.11,Pass,26/01/2025,32923.93
ORD-W11-0002,V002,SKU-0010,05/02/2025,7,7,419,144.21,Pass,12/02/2025,60423.99
ORD-W11-0003,V016,SKU-0035,15/01/2025,5,8,147,10.25,Pending,23/01/2025,1506.75
ORD-W11-0004,V007,SKU-0038,05/03/2025,7,6,146,118.35,Pass,11/03/2025,17279.1
ORD-W11-0005,V017,SKU-0009,03/02/2025,5,13,253,144.7,Pending,16/02/2025,36609.1
ORD-W11-0006,V002,SKU-0011,15/02/2025,7,7,219,96.65,Pass,22/02/2025,21166.35
ORD-W11-0007,V015,SKU-0023,18/01/2025,7,10,217,131.06,Pass,28/01/2025,28440.02
ORD-W11-0008,V007,SKU-0010,10/02/2025,5,8,466,16.34,Pass,18/02/2025,7614.44
ORD-W11-0009,V012,SKU-0040,02/03/2025,5,9,215,88.11,Pass,11/03/2025,18943.65
ORD-W11-0010,V014,SKU-0021,17/01/2025,5,6,207,169.47,Defect,23/01/2025,35080.29
ORD-W11-0011,V015,SKU-0049,07/01/2025,5,2,14,51.67,Pass,09/01/2025,723.38
ORD-W11-0012,V015,SKU-0020,23/02/2025,5,10,341,50.19,Pass,05/03/2025,17114.79
ORD-W11-0013,V009,SKU-0035,08/03/2025,3,3,426,79.58,Pass,11/03/2025,33901.08
ORD-W11-0014,V015,SKU-0049,19/01/2025,5,13,111,105.0,Pass,01/02/2025,11655.0
ORD-W11-0015,V015,SKU-0019,21/01/2025,5,7,395,157.43,Pass,28/01/2025,62184.85
ORD-W11-0016,V015,SKU-0042,02/01/2025,5,11,247,63.67,Pass,13/01/2025,15726.49
ORD-W11-0017,V011,SKU-0036,17/02/2025,7,13,434,7.2,Pass,02/03/2025,3124.8
ORD-W11-0018,V016,SKU-0014,04/01/2025,7,11,304,66.25,Pass,15/01/2025,20140.0
ORD-W11-0019,V006,SKU-0013,16/03/2025,5,13,159,109.48,Pass,29/03/2025,17407.32
ORD-W11-0020,V010,SKU-0006,19/02/2025,5,5,407,87.88,Pass,24/02/2025,35767.16
ORD-W11-0021,V014,SKU-0027,06/02/2025,3,8,53,106.87,Pass,14/02/2025,5664.11
ORD-W11-0022,V008,SKU-0014,20/01/2025,7,7,52,118.92,Pass,27/01/2025,6183.84
ORD-W11-0023,V014,SKU-0006,26/01/2025,7,2,468,190.05,Pass,28/01/2025,88943.4
ORD-W11-0024,V014,SKU-0031,17/02/2025,3,8,220,147.77,Pass,25/02/2025,32509.4
ORD-W11-0025,V018,SKU-0035,12/03/2025,7,7,488,27.8,Pass,19/03/2025,13566.4
ORD-W11-0026,V017,SKU-0001,08/02/2025,5,3,178,36.37,Defect,11/02/2025,6473.86
