order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W06-0000,V004,SKU-0042,09/01/2025,7,9,334,76.78,Pass,18/01/2025,25644.52
ORD-W06-0001,V004,SKU-0035,07/02/2025,5,8,391,41.03,Pass,15/02/2025,16042.73
ORD-W06-0002,V013,SKU-0025,01/01/2025,5,11,323,147.17,Pass,12/01/2025,47535.91
ORD-W06-0003,V018,SKU-0025,06/02/2025,5,13,332,117.94,Pass,19/02/2025,39156.08
ORD-W06-0004,V003,SKU-0045,19/01/2025,7,5,58,9.2,Pass,24/01/2025,533.6
ORD-W06-0005,V011,SKU-0008,04/02/2025,3,11,251,170.6,Pass,15/02/2025,42820.6
ORD-W06-0006,V001,SKU-0027,12/01/2025,7,13,159,164.09,Pass,25/01/2025,26090.31
ORD-W06-0007,V008,SKU-0014,04/01/2025,7,9,472,56.0,Pass,13/01/2025,26432.0
ORD-W06-0008,V013,SKU-0034,17/01/2025,5,8,248,24.21,Pass,25/01/2025,6004.08
ORD-W06-0009,V010,SKU-0045,06/02/2025,7,7,319,162.27,Defect,13/02/2025,51764.13
ORD-W06-0010,V013,SKU-0034,02/01/2025,7,8,237,7.19,Pass,10/01/2025,1704.03
ORD-W06-0011,V011,SKU-0019,04/01/2025,5,11,202,60.0,Pass,15/01/2025,12120.0
ORD-W06-0012,V007,SKU-0012,27/01/2025,5,13,443,49.6,Pass,09/02/2025,21972.8
ORD-W06-0013,V014,SKU-0020,30/01/2025,5,8,128,70.7,Pass,07/02/2025,9049.6
ORD-W06-0014,V009,SKU-0017,06/02/2025,3,2,39,156.98,Pass,08/02/2025,6122.22
ORD-W06-0015,V018,SKU-0008,12/01/2025,7,4,204,181.99,Pass,16/01/2025,37125.96
ORD-W06-0016,V002,SKU-0035,28/01/2025,7,6,461,103.04,Pass,03/02/2025,47501.44
ORD-W06-0017,V007,SKU-0013,06/02/2025,7,8,479,128.26,Pass,14/02/2025,61436.54
ORD-W06-0018,V005,SKU-0024,26/01/2025,7,8,227,23.25,Pass,03/02/2025,5277.75
ORD-W06-0019,V014,SKU-0048,29/01/2025,5,4,496,95.11,Pass,02/02/2025,47174.56
ORD-W06-0020,V013,SKU-0001,04/01/2025,3,4,352,108.15,Pass,08/01/2025,38068.8
ORD-W06-0021,V014,SKU-0044,16/01/2025,5,11,428,110.26,Pass,27/01/2025,47191.28
ORD-W06-0022,V004,SKU-0043,07/01/2025,7,5,147,198.22,Pass,12/01/2025,29138.34
ORD-W06-0023,V006,SKU-0050,12/01/2025,3,6,281,110.64,Pass,18/01/2025,31089.84
ORD-W06-0024,V006,SKU-0033,09/01/2025,5,8,153,110.16,Pass,17/01/2025,16854.48
ORD-W06-0025,V013,SKU-0033,23/01/2025,7,5,485,141.78,Pass,28/01/2025,68763.3
ORD-W06-0026,V014,SKU-0022,10/02/2025,7,7,398,182.42,Pass,17/02/2025,72603.16
ORD-W06-0027,V015,SKU-0014,10/01/2025,3,10,371,119.76,Pass,20/01/2025,44430.96
ORD-W06-0028,V011,SKU-0036,06/01/2025,7,7,255,132.12,Pass,13/01/2025,33690.6
ORD-W06-0029,V016,SKU-0006,17/01/2025,7,10,380,78.53,Pending,27/01/2025,29841.4
ORD-W06-0030,V019,SKU-0030,10/02/2025,5,7,196,172.48,Pass,17/02/2025,33806.08
ORD-W06-0031,V018,SKU-0002,31/01/2025,5,7,361,190.8,Pass,07/02/2025,68878.8
ORD-W06-0032,V009,SKU-0046,18/01/2025,7,6,432,66.32,Pass,24/01/2025,28650.24
ORD-W06-0033,V020,SKU-0039,11/02/2025,7,5,54,85.91,Pass,16/02/2025,4639.14
ORD-W06-0034,V018,SKU-0013,13/01/2025,3,2,478,58.06,Pass,15/01/2025,27752.68
ORD-W06-0035,V020,SKU-0045,08/02/2025,5,4,275,43.49,Pass,12/02/2025,11959.75
ORD-W06-0036,V018,SKU-0005,24/01/2025,7,12,110,130.64,Pass,05/02/2025,14370.4
ORD-W06-0037,V013,SKU-0004,05/02/2025,5,4,25,71.14,Pass,09/02/2025,1778.5
ORD-W06-0038,V008,SKU-0006,30/01/2025,5,10,154,70.4,Pass,09/02/2025,10841.6
ORD-W06-0039,V016,SKU-0034,07/02/2025,7,2,242,35.13,Pass,09/02/2025,8501.46
ORD-W06-0040,V003,SKU-0033,07/01/2025,7,4,59,156.67,Pass,11/01/2025,9243.53
ORD-W06-0041,V008,SKU-0013,11/02/2025,10,12,212,84.4,Pass,23/02/2025,17892.8
