order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W13-0000,V010,SKU-0016,19/01/2025,7,11,176,154.56,Pass,30/01/2025,27202.56
ORD-W13-0001,V007,SKU-0039,11/01/2025,5,13,11,188.03,Pass,24/01/2025,2068.33
ORD-W13-0002,V004,SKU-0008,08/01/2025,7,9,117,66.51,Pass,17/01/2025,7781.67
ORD-W13-0003,V014,SKU-0010,11/01/2025,7,13,55,166.11,Pass,24/01/2025,9136.05
ORD-W13-0004,V007,SKU-0026,01/03/2025,7,5,136,159.63,Defect,06/03/2025,21709.68
ORD-W13-0005,V018,SKU-0018,19/01/2025,5,5,482,126.77,Defect,24/01/2025,61103.14
ORD-W13-0006,V016,SKU-0040,17/03/2025,5,5,108,78.66,Pass,22/03/2025,8495.28
ORD-W13-0007,V005,SKU-0026,28/02/2025,5,12,432,25.85,Pass,12/03/2025,11167.2
ORD-W13-0008,V006,SKU-0005,03/02/2025,5,8,452,143.95,Pass,11/02/2025,65065.4
ORD-W13-0009,V001,SKU-0004,18/01/2025,10,8,195,118.37,Pass,26/01/2025,23082.15
ORD-W13-0010,V009,SKU-0045,13/02/2025,5,13,26,68.32,Pass,26/02/2025,1776.32
ORD-W13-0011,V010,SKU-0030,25/01/2025,7,5,330,152.85,Pass,30/01/2025,50440.5
ORD-W13-0012,V010,SKU-0043,09/02/2025,5,10,195,97.82,Pass,19/02/2025,19074.9
ORD-W13-0013,V005,SKU-0035,21/03/2025,7,11,481,99.62,Pass,01/04/2025,47917.22
ORD-W13-0014,V019,SKU-0038,13/01/2025,5,5,458,10.76,Defect,18/01/2025,4928.08
ORD-W13-0015,V005,SKU-0031,03/02/2025,5,8,146,101.75,Defect,11/02/2025,14855.5
ORD-W13-0016,V009,SKU-0021,23/01/2025,7,9,19,129.57,Pass,01/02/2025,2461.83
ORD-W13-0017,V004,SKU-0016,19/02/2025,7,6,224,59.94,Pass,25/02/2025,13426.56
ORD-W13-0018,V006,SKU-0038,01/01/2025,7,3,203,169.74,Pass,04/01/2025,34457.22
ORD-W13-0019,V002,SKU-0020,11/01/2025,7,5,330,125.63,Pass,16/01/2025,41457.9
ORD-W13-0020,V011,SKU-0016,07/01/2025,7,9,398,8.92,Pass,16/01/2025,3550.16
ORD-W13-0021,V010,SKU-0003,19/03/2025,7,4,325,94.33,Pass,23/03/2025,30657.25
ORD-W13-0022,V013,SKU-0028,08/01/2025,5,9,222,132.02,Pass,17/01/2025,29308.44
ORD-W13-0023,V004,SKU-0028,03/03/2025,5,10,217,56.11,Pass,13/03/2025,12175.87
ORD-W13-0024,V017,SKU-0034,03/01/2025,10,4,136,53.39,Pass,07/01/2025,7261.04
ORD-W13-0025,V013,SKU-0009,02/03/2025,7,2,405,45.29,Pass,04/03/2025,18342.45
ORD-W13-0026,V009,SKU-0028,12/01/2025,7,13,383,117.04,Defect,25/01/2025,44826.32
ORD-W13-0027,V007,SKU-0009,07/03/2025,5,7,215,31.58,Pass,14/03/2025,6789.7
ORD-W13-0028,V003,SKU-0007,20/03/2025,3,2,372,58.18,Pass,22/03/2025,21642.96
ORD-W13-0029,V007,SKU-0007,20/03/2025,5,7,191,198.73,Pass,27/03/2025,37957.43
ORD-W13-0030,V002,SKU-0028,20/01/2025,5,7,172,53.01,Defect,27/01/2025,9117.72
ORD-W13-0031,V011,SKU-0005,24/02/2025,3,7,87,143.65,Pass,03/03/2025,12497.55
ORD-W13-0032,V006,SKU-0039,22/02/2025,7,11,22,54.06,Pass,05/03/2025,1189.32
ORD-W13-0033,V015,SKU-0034,10/02/2025,7,4,59,167.99,Pass,14/02/2025,9911.41
ORD-W13-0034,V004,SKU-0025,31/03/2025,5,10,301,87.4,Pass,10/04/2025,26307.4
ORD-W13-0035,V014,SKU-0034,18/03/2025,5,5,341,21.81,Defect,23/03/2025,7437.21
ORD-W13-0036,V004,SKU-0042,30/03/2025,5,4,330,182.82,Pass,03/04/2025,60330.6
ORD-W13-0037,V005,SKU-0031,26/01/2025,7,4,293,69.73,Pass,30/01/2025,20430.89
ORD-W13-0038,V008,SKU-0006,21/03/2025,5,6,451,83.53,Pass,27/03/2025,37672.03
ORD-W13-0039,V014,SKU-0042,08/02/2025,3,13,239,21.3,Pass,21/02/2025,5090.7
ORD-W13-0040,V005,SKU-0003,26/03/2025,5,9,250,59.92,Pass,04/04/2025,14980.0
ORD-W13-0041,V017,SKU-0045,19/01/2025,3,3,308,30.18,Pass,22/01/2025,9295.44
ORD-W13-0042,V001,SKU-0036,15/02/2025,5,4,390,150.15,Pass,19/02/2025,58558.5
ORD-W13-0043,V006,SKU-0037,22/02/2025,5,5,251,63.97,Pass,27/02/2025,16056.47
ORD-W13-0044,V018,SKU-0028,09/02/2025,7,7,173,76.25,Pass,16/02/2025,13191.25
ORD-W13-0045,V020,SKU-0015,22/01/2025,5,2,431,141.42,Pass,24/01/2025,60952.02
ORD-W13-0046,V002,SKU-0012,11/01/2025,7,12,260,88.42,Pass,23/01/2025,22989.2
ORD-W13-0047,V004,SKU-0015,17/03/2025,7,5,270,155.77,Pass,22/03/2025,42057.9
ORD-W13-0048,V008,SKU-0006,18/03/2025,7,8,484,137.27,Pass,26/03/2025,66438.68
ORD-W13-0049,V018,SKU-0016,16/03/2025,7,10,157,129.41,Pass,26/03/2025,20317.37
ORD-W13-0050,V006,SKU-0034,20/01/2025,3,12,252,198.53,Pass,01/02/2025,50029.56
ORD-W13-0051,V008,SKU-0043,04/01/2025,5,8,92,137.54,Pass,12/01/2025,12653.68
ORD-W13-0052,V005,SKU-0020,24/02/2025,5,8,138,176.04,Pass,04/03/2025,24293.52
