order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W14-0000,V013,SKU-0034,20/01/2025,3,11,136,55.7,Pass,31/01/2025,7575.2
ORD-W14-0001,V002,SKU-0010,28/01/2025,7,6,131,30.64,Pass,03/02/2025,4013.84
ORD-W14-0002,V008,SKU-0032,05/01/2025,5,5,399,189.72,Pass,10/01/2025,75698.28
ORD-W14-0003,V002,SKU-0016,15/03/2025,3,6,69,71.34,Pass,21/03/2025,4922.46
ORD-W14-0004,V019,SKU-0005,05/04/2025,5,13,296,103.03,Defect,18/04/2025,30496.88
ORD-W14-0005,V002,SKU-0042,28/03/2025,5,10,395,31.3,Pass,07/04/2025,12363.5
ORD-W14-0006,V001,SKU-0028,19/01/2025,7,9,318,118.6,Pass,28/01/2025,37714.8
ORD-W14-0007,V010,SKU-0021,04/03/2025,5,9,406,132.87,Pass,13/03/2025,53945.22
ORD-W14-0008,V006,SKU-0016,08/01/2025,5,3,183,17.75,Pass,11/01/2025,3248.25
ORD-W14-0009,V017,SKU-0013,11/01/2025,5,4,374,185.77,Pass,15/01/2025,69477.98
ORD-W14-0010,V010,SKU-0026,11/01/2025,7,3,496,79.24,Pass,14/01/2025,39303.04
ORD-W14-0011,V005,SKU-0019,01/01/2025,7,5,175,28.69,Pass,06/01/2025,5020.75
ORD-W14-0012,V012,SKU-0042,31/01/2025,10,8,431,30.02,Pass,08/02/2025,12938.62
ORD-W14-0013,V004,SKU-0044,16/02/2025,7,4,95,57.71,Pass,20/02/2025,5482.45
ORD-W14-0014,V018,SKU-0017,11/03/2025,7,4,184,16.37,Pass,15/03/2025,3012.08
ORD-W14-0015,V009,SKU-0017,16/01/2025,5,2,344,22.24,Pass,18/01/2025,7650.56
ORD-W14-0016,V004,SKU-0003,01/02/2025,3,13,439,117.69,Pass,14/02/2025,51665.91
ORD-W14-0017,V019,SKU-0005,12/03/2025,3,11,338,65.67,Pass,23/03/2025,22196.46
ORD-W14-0018,V011,SKU-0031,24/02/2025,7,9,289,14.32,Pass,05/03/2025,4138.48
ORD-W14-0019,V013,SKU-0050,18/03/2025,3,8,133,32.01,Pass,26/03/2025,4257.33
ORD-W14-0020,V002,SKU-0013,13/03/2025,5,13,448,116.34,Pass,26/03/2025,52120.32
ORD-W14-0021,V020,SKU-0020,02/04/2025,3,2,75,113.42,Pass,04/04/2025,8506.5
ORD-W14-0022,V020,SKU-0025,04/04/2025,5,11,445,166.35,Pass,15/04/2025,74025.75
ORD-W14-0023,V019,SKU-0018,03/01/2025,5,9,136,129.37,Pass,12/01/2025,17594.32
ORD-W14-0024,V008,SKU-0005,16/03/2025,10,11,362,101.25,Pass,27/03/2025,36652.5
ORD-W14-0025,V015,SKU-0046,18/02/2025,7,5,383,76.62,Pass,23/02/2025,29345.46
ORD-W14-0026,V006,SKU-0020,22/03/2025,5,4,69,62.48,Pass,26/03/2025,4311.12
ORD-W14-0027,V019,SKU-0021,07/01/2025,10,7,275,101.65,Pass,14/01/2025,27953.75
ORD-W14-0028,V012,SKU-0028,20/03/2025,7,2,288,13.7,Pass,22/03/2025,3945.6
ORD-W14-0029,V012,SKU-0012,01/04/2025,3,6,430,21.34,Pass,07/04/2025,9176.2
ORD-W14-0030,V004,SKU-0005,02/04/2025,5,4,222,113.46,Pass,06/04/2025,25188.12
ORD-W14-0031,V009,SKU-0028,02/04/2025,5,3,213,7.07,Pending,05/04/2025,1505.91
ORD-W14-0032,V013,SKU-0018,14/03/2025,5,6,159,79.7,Pass,20/03/2025,12672.3
ORD-W14-0033,V001,SKU-0014,03/04/2025,7,11,49,83.7,Defect,14/04/2025,4101.3
ORD-W14-0034,V011,SKU-0046,17/03/2025,5,8,83,138.04,Defect,25/03/2025,11457.32
