order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W12-0000,V010,SKU-0018,13/01/2025,10,9,13,167.25,Pending,22/01/2025,2174.25
ORD-W12-0001,V003,SKU-0038,28/01/2025,10,8,425,168.02,Pending,05/02/2025,71408.5
ORD-W12-0002,V006,SKU-0009,16/01/2025,5,2,403,198.72,Pending,18/01/2025,80084.16
ORD-W12-0003,V002,SKU-0008,12/03/2025,5,13,203,136.88,Pass,25/03/2025,27786.64
ORD-W12-0004,V007,SKU-0008,07/03/2025,5,6,429,109.02,Pass,13/03/2025,46769.58
ORD-W12-0005,V017,SKU-0022,03/02/2025,5,13,239,161.12,Defect,16/02/2025,38507.68
ORD-W12-0006,V006,SKU-0010,05/01/2025,7,5,344,193.05,Pass,10/01/2025,66409.2
ORD-W12-0007,V009,SKU-0018,11/03/2025,7,9,435,26.5,Pass,20/03/2025,11527.5
ORD-W12-0008,V006,SKU-0014,26/01/2025,7,9,416,163.41,Pass,04/02/2025,67978.56
ORD-W12-0009,V006,SKU-0015,14/02/2025,5,11,48,9.46,Pass,25/02/2025,454.08
ORD-W12-0010,V019,SKU-0010,04/03/2025,5,3,439,138.27,Pass,07/03/2025,60700.53
ORD-W12-0011,V005,SKU-0021,18/01/2025,7,8,286,176.48,Pass,26/01/2025,50473.28
ORD-W12-0012,V012,SKU-0032,18/03/2025,7,10,255,165.49,Pass,28/03/2025,42199.95
ORD-W12-0013,V016,SKU-0012,03/01/2025,5,6,175,49.11,Pass,09/01/2025,8594.25
ORD-W12-0014,V008,SKU-0019,28/01/2025,3,10,405,31.89,Pass,07/02/2025,12915.45
ORD-W12-0015,V003,SKU-0033,08/02/2025,7,12,80,117.8,Pass,20/02/2025,9424.0
ORD-W12-0016,V020,SKU-0028,17/01/2025,7,8,337,31.17,Pass,25/01/2025,10504.29
ORD-W12-0017,V012,SKU-0050,13/01/2025,5,6,432,36.79,Pass,19/01/2025,15893.28
ORD-W12-0018,V001,SKU-0012,06/02/2025,7,5,132,9.65,Pass,11/02/2025,1273.8
ORD-W12-0019,V010,SKU-0003,22/01/2025,10,6,16,164.19,Pass,28/01/2025,2627.04
ORD-W12-0020,V005,SKU-0042,15/03/2025,7,12,139,98.53,Pass,27/03/2025,13695.67
ORD-W12-0021,V015,SKU-0007,16/03/2025,5,10,259,99.71,Pass,26/03/2025,25824.89
ORD-W12-0022,V005,SKU-0024,28/02/2025,3,7,428,175.24,Pass,07/03/2025,75002.72
ORD-W12-0023,V003,SKU-0002,11/03/2025,5,6,365,13.01,Pass,17/03/2025,4748.65
ORD-W12-0024,V015,SKU-0013,02/03/2025,3,10,466,74.89,Pass,12/03/2025,34898.74
ORD-W12-0025,V007,SKU-0023,17/03/2025,7,12,18,32.34,Defect,29/03/2025,582.12
ORD-W12-0026,V001,SKU-0028,24/03/2025,7,11,205,155.81,Pass,04/04/2025,31941.05
ORD-W12-0027,V005,SKU-0018,04/01/2025,7,5,233,50.34,Pass,09/01/2025,11729.22
ORD-W12-0028,V013,SKU-0007,09/02/2025,5,4,359,118.09,Pass,13/02/2025,42394.31
ORD-W12-0029,V011,SKU-0011,06/02/2025,5,9,439,60.44,Pass,15/02/2025,26533.16
ORD-W12-0030,V014,SKU-0046,16/01/2025,3,12,309,114.09,Pass,28/01/2025,35253.81
ORD-W12-0031,V014,SKU-0009,19/02/2025,7,8,300,186.32,Pass,27/02/2025,55896.0
ORD-W12-0032,V012,SKU-0038,04/01/2025,5,7,492,85.38,Pass,11/01/2025,42006.96
ORD-W12-0033,V008,SKU-0004,03/02/2025,5,4,311,50.61,Pass,07/02/2025,15739.71
ORD-W12-0034,V010,SKU-0008,23/01/2025,3,10,489,76.45,Pass,02/02/2025,37384.05
ORD-W12-0035,V014,SKU-0017,29/01/2025,5,4,98,160.77,Pass,02/02/2025,15755.46
ORD-W12-0036,V008,SKU-0009,12/02/2025,7,10,453,76.11,Pass,22/02/2025,34477.83
ORD-W12-0037,V014,SKU-0020,03/02/2025,5,11,182,177.74,Pass,14/02/2025,32348.68
ORD-W12-0038,V002,SKU-0027,14/01/2025,3,13,423,174.68,Pass,27/01/2025,73889.64
ORD-W12-0039,V020,SKU-0004,07/03/2025,7,12,112,59.54,Pass,19/03/2025,6668.48
ORD-W12-0040,V002,SKU-0032,03/03/2025,5,10,76,9.17,Pass,13/03/2025,696.92
ORD-W12-0041,V011,SKU-0016,28/02/2025,5,12,33,191.09,Pass,12/03/2025,6305.97
ORD-W12-0042,V019,SKU-0008,02/01/2025,7,3,276,180.92,Pass,05/01/2025,49933.92
ORD-W12-0043,V020,SKU-0001,04/01/2025,7,12,324,37.62,Pass,16/01/2025,12188.88
ORD-W12-0044,V012,SKU-0047,24/01/2025,5,13,39,17.49,Pass,06/02/2025,682.11
ORD-W12-0045,V015,SKU-0016,08/02/2025,3,9,447,15.81,Pending,17/02/2025,7067.07
ORD-W12-0046,V020,SKU-0019,04/02/2025,7,5,483,123.31,Pass,09/02/2025,59558.73
ORD-W12-0047,V014,SKU-0008,14/01/2025,5,13,12,161.74,Pass,27/01/2025,1940.88
ORD-W12-0048,V015,SKU-0039,08/01/2025,5,10,399,129.73,Pass,18/01/2025,51762.27
ORD-W12-0049,V003,SKU-0050,12/02/2025,5,6,349,87.8,Pass,18/02/2025,30642.2
ORD-W12-0050,V016,SKU-0011,09/02/2025,5,7,112,162.29,Pass,16/02/2025,18176.48
ORD-W12-0051,V015,SKU-0015,02/03/2025,3,3,43,178.45,Pass,05/03/2025,7673.35
ORD-W12-0052,V003,SKU-0045,19/01/2025,5,13,494,123.62,Pass,01/02/2025,61068.28
ORD-W12-0053,V008,SKU-0012,18/03/2025,3,11,146,196.41,Pass,29/03/2025,28675.86
ORD-W12-0054,V011,SKU-0030,17/02/2025,10,10,407,127.41,Pass,27/02/2025,51855.87
ORD-W12-0055,V015,SKU-0024,14/02/2025,5,9,193,74.27,Pass,23/02/2025,14334.11
ORD-W12-0056,V014,SKU-0044,15/01/2025,7,11,267,92.46,Pass,26/01/2025,24686.82
ORD-W12-0057,V020,SKU-0004,29/01/2025,5,8,216,191.36,Defect,06/02/2025,41333.76
ORD-W12-0058,V008,SKU-0013,28/02/2025,7,8,66,101.06,Pass,08/03/2025,6669.96
ORD-W12-0059,V016,SKU-0045,20/01/2025,3,5,225,199.37,Pending,25/01/2025,44858.25
ORD-W12-0060,V012,SKU-0026,10/01/2025,7,10,415,19.19,Pass,20/01/2025,7963.85
ORD-W12-0061,V012,SKU-0024,13/03/2025,5,10,174,23.93,Pass,23/03/2025,4163.82
ORD-W12-0062,V014,SKU-0008,09/03/2025,5,9,285,173.66,Pass,18/03/2025,49493.1
ORD-W12-0063,V007,SKU-0037,22/03/2025,7,8,123,5.59,Pass,30/03/2025,687.57
ORD-W12-0064,V013,SKU-0013,19/03/2025,5,9,53,37.65,Pass,28/03/2025,1995.45
ORD-W12-0065,V003,SKU-0026,07/03/2025,5,10,31,106.12,Pass,17/03/2025,3289.72
ORD-W12-0066,V003,SKU-0003,18/03/2025,5,10,425,179.09,Pass,28/03/2025,76113.25
ORD-W12-0067,V004,SKU-0006,24/03/2025,10,2,498,11.54,Pass,26/03/2025,5746.92
ORD-W12-0068,V018,SKU-0043,03/01/2025,3,13,184,78.15,Pass,16/01/2025,14379.6
ORD-W12-0069,V013,SKU-0012,04/01/2025,10,10,372,167.4,Defect,14/01/2025,62272.8
