order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W09-0000,V014,SKU-0026,17/01/2025,7,11,480,170.21,Pass,28/01/2025,81700.8
ORD-W09-0001,V017,SKU-0041,10/01/2025,5,5,342,139.29,Pass,15/01/2025,47637.18
ORD-W09-0002,V019,SKU-0041,22/01/2025,3,5,447,100.62,Pass,27/01/2025,44977.14
ORD-W09-0003,V013,SKU-0031,18/02/2025,3,8,227,12.19,Pass,26/02/2025,2767.13
ORD-W09-0004,V010,SKU-0040,08/01/2025,5,7,301,153.73,Pass,15/01/2025,46272.73
ORD-W09-0005,V008,SKU-0041,20/02/2025,3,2,65,138.09,Pass,22/02/2025,8975.85
ORD-W09-0006,V002,SKU-0043,07/01/2025,5,5,331,132.85,Pass,12/01/2025,43973.35
ORD-W09-0007,V018,SKU-0045,21/02/2025,10,8,235,60.21,Pass,01/03/2025,14149.35
ORD-W09-0008,V003,SKU-0041,10/01/2025,5,10,319,64.82,Pass,20/01/2025,20677.58
ORD-W09-0009,V003,SKU-0036,13/01/2025,5,2,393,101.19,Pass,15/01/2025,39767.67
ORD-W09-0010,V011,SKU-0036,28/02/2025,10,10,376,30.01,Pass,10/03/2025,11283.76
ORD-W09-0011,V010,SKU-0016,14/01/2025,5,12,321,147.75,Pass,26/01/2025,47427.75
ORD-W09-0012,V015,SKU-0021,19/02/2025,3,3,371,39.22,Pass,22/02/2025,14550.62
ORD-W09-0013,V001,SKU-0038,18/01/2025,3,2,467,34.98,Pass,20/01/2025,16335.66
ORD-W09-0014,V015,SKU-0047,09/02/2025,3,12,271,162.26,Pass,21/02/2025,43972.46
ORD-W09-0015,V003,SKU-0033,04/03/2025,10,3,271,7.77,Pass,07/03/2025,2105.67
ORD-W09-0016,V011,SKU-0049,03/01/2025,10,13,256,147.49,Pass,16/01/2025,37757.44
ORD-W09-0017,V008,SKU-0050,09/01/2025,5,6,19,68.27,Pass,15/01/2025,1297.13
ORD-W09-0018,V009,SKU-0048,13/02/2025,5,8,139,5.98,Pass,21/02/2025,831.22
ORD-W09-0019,V018,SKU-0030,04/03/2025,5,13,334,109.55,Pass,17/03/2025,36589.7
ORD-W09-0020,V010,SKU-0031,17/01/2025,7,11,38,148.18,Pass,28/01/2025,5630.84
ORD-W09-0021,V001,SKU-0030,08/01/2025,7,5,284,111.48,Pass,13/01/2025,31660.32
ORD-W09-0022,V015,SKU-0003,09/01/2025,7,12,451,139.45,Pass,21/01/2025,62891.95
ORD-W09-0023,V017,SKU-0010,06/01/2025,3,13,367,90.77,Pass,19/01/2025,33312.59
ORD-W09-0024,V001,SKU-0008,22/02/2025,5,6,291,199.12,Pass,28/02/2025,57943.92
ORD-W09-0025,V019,SKU-0013,04/03/2025,3,8,211,111.85,Pass,12/03/2025,23600.35
ORD-W09-0026,V015,SKU-0006,25/02/2025,5,9,42,50.5,Pass,06/03/2025,2121.0
ORD-W09-0027,V008,SKU-0043,03/02/2025,3,11,262,27.27,Pass,14/02/2025,7144.74
ORD-W09-0028,V019,SKU-0046,17/01/2025,7,11,416,53.22,Defect,28/01/2025,22139.52
ORD-W09-0029,V013,SKU-0050,05/01/2025,7,5,317,28.25,Pass,10/01/2025,8955.25
ORD-W09-0030,V005,SKU-0027,01/02/2025,5,11,292,16.88,Pass,12/02/2025,4928.96
ORD-W09-0031,V014,SKU-0006,29/01/2025,5,9,359,134.06,Pass,07/02/2025,48127.54
ORD-W09-0032,V011,SKU-0014,16/01/2025,7,7,326,34.41,Pending,23/01/2025,11217.66
ORD-W09-0033,V014,SKU-0011,02/03/2025,3,12,225,18.79,Pass,14/03/2025,4227.75
ORD-W09-0034,V009,SKU-0040,07/02/2025,3,12,171,139.18,Pass,19/02/2025,23799.78
ORD-W09-0035,V009,SKU-0021,20/02/2025,3,3,402,27.97,Pass,23/02/2025,11243.94
ORD-W09-0036,V010,SKU-0001,22/02/2025,5,3,141,102.23,Pass,25/02/2025,14414.43
ORD-W09-0037,V015,SKU-0030,12/01/2025,7,4,199,79.05,Pass,16/01/2025,15730.95
ORD-W09-0038,V020,SKU-0032,26/02/2025,10,6,34,125.27,Pass,04/03/2025,4259.18
ORD-W09-0039,V006,SKU-0007,08/02/2025,7,12,39,88.5,Pass,20/02/2025,3451.5
ORD-W09-0040,V006,SKU-0023,22/02/2025,5,4,182,16.01,Pass,26/02/2025,2913.82
ORD-W09-0041,V005,SKU-0047,13/01/2025,5,11,117,101.77,Pass,24/01/2025,11907.09
ORD-W09-0042,V010,SKU-0032,17/02/2025,5,2,170,143.48,Pass,19/02/2025,24391.6
ORD-W09-0043,V017,SKU-0022,21/01/2025,7,9,392,56.94,Pass,30/01/2025,22320.48
ORD-W09-0044,V019,SKU-0043,05/01/2025,5,12,179,121.15,Pending,17/01/2025,21685.85
ORD-W09-0045,V015,SKU-0037,10/01/2025,7,13,29,155.12,Pass,23/01/2025,4498.48
ORD-W09-0046,V018,SKU-0047,06/02/2025,10,9,301,141.86,Pass,15/02/2025,42699.86
ORD-W09-0047,V007,SKU-0017,13/01/2025,5,2,70,160.13,Pass,15/01/2025,11209.1
ORD-W09-0048,V009,SKU-0030,03/01/2025,3,7,154,134.51,Pass,10/01/2025,20714.54
ORD-W09-0049,V009,SKU-0025,31/01/2025,3,10,308,88.73,Pass,10/02/2025,27328.84
ORD-W09-0050,V010,SKU-0008,17/01/2025,5,12,430,179.32,Pass,29/01/2025,77107.6
ORD-W09-0051,V015,SKU-0050,08/01/2025,5,3,330,136.49,Pass,11/01/2025,45041.7
ORD-W09-0052,V001,SKU-0045,11/02/2025,3,2,59,66.16,Pass,13/02/2025,3903.44
ORD-W09-0053,V011,SKU-0041,10/02/2025,3,2,69,195.43,Pending,12/02/2025,13484.67
ORD-W09-0054,V009,SKU-0047,12/02/2025,7,3,314,63.32,Pass,15/02/2025,19882.48
ORD-W09-0055,V007,SKU-0014,09/02/2025,3,3,405,51.54,Pass,12/02/2025,20873.7
ORD-W09-0056,V010,SKU-0031,06/01/2025,7,7,99,121.66,Pass,13/01/2025,12044.34
ORD-W09-0057,V003,SKU-0028,15/02/2025,7,3,26,28.84,Pass,18/02/2025,749.84
ORD-W09-0058,V015,SKU-0033,03/02/2025,10,12,298,70.93,Pass,15/02/2025,21137.14
ORD-W09-0059,V006,SKU-0024,06/02/2025,10,4,52,102.19,Pass,10/02/2025,5313.88
ORD-W09-0060,V004,SKU-0048,06/01/2025,5,2,202,190.18,Pass,08/01/2025,38416.36
ORD-W09-0061,V016,SKU-0026,30/01/2025,10,10,470,178.51,Defect,09/02/2025,83899.7
ORD-W09-0062,V004,SKU-0002,24/01/2025,7,5,241,41.77,Pass,29/01/2025,10066.57
ORD-W09-0063,V003,SKU-0046,30/01/2025,5,2,144,63.16,Pass,01/02/2025,9095.04
ORD-W09-0064,V018,SKU-0050,10/01/2025,7,4,149,138.23,Pass,14/01/2025,20596.27
ORD-W09-0065,V007,SKU-0043,03/01/2025,7,3,276,21.66,Pass,06/01/2025,5978.16
ORD-W09-0066,V017,SKU-0003,06/02/2025,3,5,36,150.15,Pass,11/02/2025,5405.4
ORD-W09-0067,V002,SKU-0007,15/01/2025,3,13,322,93.72,Pass,28/01/2025,30177.84
ORD-W09-0068,V007,SKU-0031,12/01/2025,7,7,62,189.48,Pass,19/01/2025,11747.76
ORD-W09-0069,V010,SKU-0037,26/02/2025,5,9,164,22.49,Pass,07/03/2025,3688.36
ORD-W09-0070,V013,SKU-0029,15/01/2025,3,5,183,5.31,Pass,20/01/2025,971.73
ORD-W09-0071,V018,SKU-0043,08/02/2025,7,8,260,11.84,Pass,16/02/2025,3078.4
ORD-W09-0072,V016,SKU-0020,04/01/2025,7,10,233,53.92,Pass,14/01/2025,12563.36
