order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W15-0000,V011,SKU-0042,10/02/2025,5,4,92,133.48,Pass,14/02/2025,12280.16
ORD-W15-0001,V009,SKU-0026,30/03/2025,10,2,472,98.19,Pass,01/04/2025,46345.68
ORD-W15-0002,V006,SKU-0034,01/01/2025,5,3,174,158.5,Pass,04/01/2025,27579.0
ORD-W15-0003,V016,SKU-0048,06/04/2025,3,9,190,123.32,Pass,15/04/2025,23430.8
ORD-W15-0004,V017,SKU-0047,05/04/2025,7,13,273,101.34,Pass,18/04/2025,27665.82
ORD-W15-0005,V001,SKU-0001,02/03/2025,5,6,123,74.98,Pass,08/03/2025,9222.54
ORD-W15-0006,V013,SKU-0035,02/02/2025,5,12,68,140.16,Pass,14/02/2025,9530.88
ORD-W15-0007,V011,SKU-0038,13/03/2025,5,6,361,122.23,Pass,19/03/2025,44125.03
ORD-W15-0008,V014,SKU-0017,31/03/2025,5,13,244,197.97,Pass,13/04/2025,48304.68
ORD-W15-0009,V014,SKU-0030,13/01/2025,3,6,34,55.2,Pass,19/01/2025,1876.8
ORD-W15-0010,V018,SKU-0025,24/02/2025,3,6,133,47.1,Pass,02/03/2025,6264.3
ORD-W15-0011,V015,SKU-0037,22/02/2025,5,9,133,179.61,Pass,03/03/2025,23888.13
ORD-W15-0012,V009,SKU-0006,10/03/2025,3,2,473,27.06,Pass,12/03/2025,12799.38
ORD-W15-0013,V019,SKU-0048,06/02/2025,5,12,30,7.19,Pass,18/02/2025,215.7
ORD-W15-0014,V012,SKU-0048,12/03/2025,3,13,278,172.07,Pass,25/03/2025,47835.46
ORD-W15-0015,V008,SKU-0022,25/02/2025,7,3,204,145.8,Pass,28/02/2025,29743.2
ORD-W15-0016,V016,SKU-0040,20/01/2025,7,8,140,64.51,Pass,28/01/2025,9031.4
ORD-W15-0017,V010,SKU-0014,07/01/2025,3,12,391,162.52,Pass,19/01/2025,63545.32
ORD-W15-0018,V018,SKU-0012,12/02/2025,7,10,276,89.01,Pass,22/02/2025,24566.76
ORD-W15-0019,V003,SKU-0024,09/04/2025,3,8,188,15.07,Pass,17/04/2025,2833.16
ORD-W15-0020,V010,SKU-0007,01/03/2025,7,3,422,157.61,Pass,04/03/2025,66511.42
ORD-W15-0021,V011,SKU-0038,21/03/2025,10,2,164,127.05,Defect,23/03/2025,20836.2
ORD-W15-0022,V006,SKU-0001,26/01/2025,7,12,209,108.7,Pass,07/02/2025,22718.3
