order_id,vendor_id,product_id,order_date,sla_days,actual_days,quantity,unit_cost,quality_status,delivery_date,total_cost
ORD-W05-0000,V019,SKU-0048,09/01/2025,10,3,488,37.59,Pass,12/01/2025,18343.92
ORD-W05-0001,V016,SKU-0014,04/01/2025,10,8,187,130.24,Pending,12/01/2025,24354.88
ORD-W05-0002,V016,SKU-0005,13/01/2025,7,8,486,155.19,Pass,21/01/2025,75422.34
ORD-W05-0003,V016,SKU-0007,13/01/2025,7,13,24,18.81,Pass,26/01/2025,451.44
ORD-W05-0004,V004,SKU-0042,04/02/2025,3,11,244,175.75,Pass,15/02/2025,42883.0
ORD-W05-0005,V002,SKU-0029,17/01/2025,5,6,276,169.63,Pass,23/01/2025,46817.88
ORD-W05-0006,V018,SKU-0018,16/01/2025,5,6,349,183.21,Pass,22/01/2025,63940.29
ORD-W05-0007,V005,SKU-0029,20/01/2025,3,3,120,106.54,Pass,23/01/2025,12784.8
ORD-W05-0008,V012,SKU-0021,28/01/2025,7,3,430,18.54,Pass,31/01/2025,7972.2
ORD-W05-0009,V011,SKU-0011,16/01/2025,7,10,369,198.4,Defect,26/01/2025,73209.6
ORD-W05-0010,V020,SKU-0009,14/01/2025,7,9,468,168.73,Defect,23/01/2025,78965.64
ORD-W05-0011,V006,SKU-0009,08/01/2025,7,2,46,43.81,Pass,10/01/2025,2015.26
ORD-W05-0012,V018,SKU-0021,11/01/2025,5,11,33,117.49,Pass,22/01/2025,3877.17
ORD-W05-0013,V008,SKU-0048,03/02/2025,7,11,338,139.54,Defect,14/02/2025,47164.52
ORD-W05-0014,V018,SKU-0021,07/01/2025,7,6,148,68.05,Pass,13/01/2025,10071.4
ORD-W05-0015,V004,SKU-0034,04/02/2025,5,6,455,34.0,Pending,10/02/2025,15470.0
ORD-W05-0016,V009,SKU-0014,07/01/2025,7,10,433,187.5,Pass,17/01/2025,81187.5
ORD-W05-0017,V004,SKU-0020,01/02/2025,5,6,94,61.14,Pass,07/02/2025,5747.16
ORD-W05-0018,V019,SKU-0017,13/01/2025,3,3,113,41.77,Pass,16/01/2025,4720.01
ORD-W05-0019,V009,SKU-0004,29/01/2025,5,6,284,64.83,Pass,04/02/2025,18411.72
